userId,movieId,groupId,rating,,,
1,2641,1,5,,,
1,2644,1,4,,,
1,2648,1,4,,,
1,2654,1,5,,,
1,2657,1,3,,,
1,2692,1,5,,,
1,2700,1,5,,,
1,2716,1,5,,,
1,2761,1,5,,,
1,2797,1,4,,,
1,2826,1,4,,,
1,2858,1,5,,,
1,2872,1,5,,,
1,2899,1,5,,,
1,2916,1,4,,,
1,2944,1,5,,,
1,2947,1,5,,,
1,2948,1,5,,,
1,2949,1,5,,,
1,2959,1,5,,,
1,2985,1,4,,,
1,2987,1,5,,,
1,2991,1,5,,,
1,2993,1,5,,,
1,2997,1,4,,,
1,3033,1,5,,,
1,3034,1,5,,,
1,3052,1,5,,,
1,3053,1,5,,,
1,3062,1,4,,,
1,3147,1,5,,,
1,3168,1,4,,,
1,3176,1,1,,,
1,3243,1,3,,,
1,3247,1,3,,,
1,3253,1,5,,,
1,3273,1,5,,,
1,3386,1,5,,,
1,3439,1,4,,,
1,3440,1,4,,,
1,3441,1,5,,,
1,3448,1,5,,,
1,3450,1,5,,,
1,3479,1,4,,,
1,3489,1,4,,,
1,3527,1,4,,,
1,3578,1,5,,,
1,3617,1,4,,,
1,3639,1,4,,,
1,3671,1,5,,,
1,3702,1,5,,,
1,3703,1,5,,,
1,3729,1,5,,,
1,3740,1,4,,,
1,3744,1,4,,,
1,3793,1,5,,,
1,3809,1,4,,,
1,4006,1,4,,,
1,5060,1,5,,,
2,318,1,3,,,
2,333,1,4,,,
2,1704,1,4.5,,,
2,3578,1,4,,,
2,6874,1,4,,,
2,8798,1,3.5,,,
2,46970,1,4,,,
2,48516,1,4,,,
2,58559,1,4.5,,,
2,60756,1,5,,,
2,68157,1,4.5,,,
2,71535,1,3,,,
2,74458,1,4,,,
2,77455,1,3,,,
2,79132,1,4,,,
2,80489,1,4.5,,,
2,80906,1,5,,,
2,86345,1,4,,,
2,89774,1,5,,,
2,91529,1,3.5,,,
2,91658,1,2.5,,,
2,99114,1,3.5,,,
2,106782,1,5,,,
2,109487,1,3,,,
2,112552,1,4,,,
2,114060,1,2,,,
2,115713,1,3.5,,,
2,122882,1,5,,,
2,131724,1,5,,,
3,31,1,0.5,,,
3,527,1,0.5,,,
3,647,1,0.5,,,
3,688,1,0.5,,,
3,720,1,0.5,,,
3,849,1,5,,,
3,914,1,0.5,,,
3,1093,1,0.5,,,
3,1124,1,0.5,,,
3,1263,1,0.5,,,
3,1272,1,0.5,,,
3,1275,1,3.5,,,
3,1302,1,0.5,,,
3,1371,1,3,,,
3,1587,1,4.5,,,
3,2018,1,0.5,,,
3,2080,1,0.5,,,
3,2090,1,0.5,,,
3,2105,1,2,,,
3,2288,1,4,,,
3,2424,1,0.5,,,
3,2851,1,5,,,
3,3024,1,4.5,,,
3,3210,1,0.5,,,
3,3703,1,5,,,
3,3949,1,0.5,,,
3,4518,1,5,,,
3,5048,1,0.5,,,
3,5181,1,5,,,
3,5746,1,5,,,
3,5764,1,4.5,,,
3,5919,1,5,,,
3,6238,1,0.5,,,
3,6835,1,5,,,
3,7899,1,4.5,,,
3,7991,1,5,,,
3,26409,1,4.5,,,
3,70946,1,5,,,
3,72378,1,0.5,,,
4,21,1,3,,,
4,32,1,2,,,
4,45,1,3,,,
4,47,1,2,,,
4,52,1,3,,,
4,58,1,3,,,
4,106,1,4,,,
4,125,1,5,,,
4,126,1,1,,,
4,162,1,5,,,
4,171,1,3,,,
4,176,1,5,,,
4,190,1,2,,,
4,215,1,5,,,
4,222,1,1,,,
4,232,1,5,,,
4,235,1,2,,,
4,247,1,3,,,
4,260,1,5,,,
4,265,1,5,,,
4,296,1,1,,,
4,319,1,5,,,
4,342,1,5,,,
4,345,1,4,,,
4,348,1,4,,,
4,351,1,3,,,
4,357,1,3,,,
4,368,1,4,,,
4,417,1,2,,,
4,441,1,1,,,
4,450,1,2,,,
4,457,1,5,,,
4,475,1,5,,,
4,492,1,5,,,
4,509,1,1,,,
4,538,1,5,,,
4,539,1,1,,,
4,553,1,2,,,
4,588,1,4,,,
4,593,1,5,,,
4,595,1,3,,,
4,599,1,2,,,
4,608,1,5,,,
4,648,1,3,,,
4,708,1,4,,,
4,759,1,3,,,
4,800,1,4,,,
4,892,1,4,,,
4,898,1,5,,,
4,899,1,4,,,
4,902,1,4,,,
4,904,1,4,,,
4,908,1,5,,,
4,910,1,5,,,
4,912,1,5,,,
4,914,1,5,,,
4,919,1,5,,,
4,920,1,5,,,
4,930,1,5,,,
4,937,1,3,,,
4,1025,1,4,,,
4,1046,1,5,,,
4,1057,1,3,,,
4,1060,1,2,,,
4,1073,1,4,,,
4,1077,1,5,,,
4,1079,1,2,,,
4,1080,1,5,,,
4,1084,1,5,,,
4,1086,1,5,,,
4,1094,1,3,,,
4,1103,1,5,,,
4,1136,1,5,,,
4,1179,1,4,,,
4,1183,1,1,,,
4,1188,1,5,,,
4,1196,1,5,,,
4,1197,1,5,,,
4,1198,1,3,,,
4,1199,1,2,,,
4,1203,1,5,,,
4,1211,1,1,,,
4,1213,1,4,,,
4,1219,1,4,,,
4,1225,1,4,,,
4,1250,1,5,,,
4,1259,1,4,,,
4,1265,1,4,,,
4,1266,1,4,,,
4,1279,1,2,,,
4,1282,1,5,,,
4,1283,1,5,,,
4,1288,1,4,,,
4,1291,1,4,,,
4,1304,1,3,,,
4,1391,1,1,,,
4,1449,1,5,,,
4,1466,1,4,,,
4,1500,1,4,,,
4,1517,1,4,,,
4,1580,1,3,,,
4,1597,1,1,,,
4,1617,1,2,,,
4,1641,1,4,,,
4,1704,1,1,,,
4,1719,1,4,,,
4,1732,1,4,,,
4,1733,1,5,,,
4,1734,1,3,,,
4,1834,1,5,,,
4,1860,1,2,,,
4,1883,1,4,,,
4,1885,1,3,,,
4,1892,1,2,,,
4,1895,1,4,,,
4,1907,1,3,,,
4,1914,1,4,,,
4,1916,1,1,,,
4,1923,1,3,,,
4,1947,1,5,,,
4,1966,1,2,,,
4,1967,1,5,,,
4,1968,1,4,,,
4,2019,1,2,,,
4,2076,1,4,,,
4,2078,1,5,,,
4,2109,1,4,,,
4,2145,1,3,,,
4,2150,1,5,,,
4,2174,1,5,,,
4,2186,1,5,,,
4,2203,1,4,,,
4,2204,1,5,,,
4,2282,1,1,,,
4,2324,1,1,,,
4,2336,1,2,,,
4,2351,1,4,,,
4,2359,1,4,,,
4,2390,1,5,,,
4,2395,1,3,,,
4,2406,1,4,,,
4,2467,1,4,,,
4,2571,1,1,,,
4,2583,1,5,,,
4,2599,1,5,,,
4,2628,1,1,,,
4,2683,1,4,,,
4,2692,1,5,,,
4,2712,1,2,,,
4,2762,1,4,,,
4,2763,1,1,,,
4,2770,1,2,,,
4,2791,1,5,,,
4,2843,1,5,,,
4,2858,1,5,,,
4,2874,1,4,,,
4,2921,1,4,,,
4,2926,1,5,,,
4,2959,1,2,,,
4,2973,1,2,,,
4,2997,1,4,,,
4,3033,1,4,,,
4,3044,1,5,,,
4,3060,1,4,,,
4,3079,1,3,,,
4,3083,1,5,,,
4,3160,1,4,,,
4,3175,1,1,,,
4,3176,1,4,,,
4,3204,1,4,,,
4,3255,1,4,,,
4,3317,1,4,,,
4,3358,1,3,,,
4,3365,1,5,,,
4,3386,1,4,,,
4,3408,1,4,,,
4,3481,1,2,,,
4,3489,1,1,,,
4,3508,1,5,,,
4,3538,1,2,,,
4,3591,1,1,,,
4,3788,1,3,,,
4,3809,1,3,,,
4,3851,1,5,,,
4,3897,1,4,,,
4,3911,1,3,,,
4,3967,1,4,,,
4,3996,1,4,,,
4,4002,1,3,,,
4,4014,1,1,,,
4,4020,1,3,,,
4,4021,1,4,,,
4,4027,1,3,,,
4,4029,1,3,,,
4,4033,1,4,,,
4,4034,1,5,,,
4,4074,1,3,,,
4,4121,1,4,,,
4,4144,1,3,,,
4,4166,1,3,,,
4,4226,1,2,,,
4,4239,1,5,,,
4,4246,1,4,,,
4,4252,1,3,,,
4,4260,1,2,,,
4,4273,1,4,,,
4,4308,1,1,,,
4,4347,1,4,,,
4,4381,1,3,,,
4,4641,1,1,,,
4,4741,1,3,,,
4,4765,1,5,,,
4,4881,1,3,,,
4,4896,1,4,,,
4,4902,1,4,,,
4,4967,1,5,,,
5,1,1,4,,,
5,21,1,4,,,
5,34,1,4,,,
5,36,1,4,,,
5,39,1,3,,,
5,50,1,4,,,
5,58,1,5,,,
5,110,1,4,,,
5,150,1,3,,,
5,153,1,3,,,
5,232,1,4,,,
5,247,1,5,,,
5,253,1,3,,,
5,261,1,4,,,
5,265,1,3,,,
5,266,1,1,,,
5,290,1,5,,,
5,296,1,5,,,
5,300,1,3,,,
5,316,1,2,,,
5,318,1,3,,,
5,344,1,3,,,
5,349,1,3,,,
5,357,1,2,,,
5,364,1,3,,,
5,367,1,4,,,
5,380,1,2,,,
5,410,1,3,,,
5,457,1,4,,,
5,474,1,4,,,
5,475,1,5,,,
5,515,1,3,,,
5,527,1,5,,,
5,531,1,4,,,
5,534,1,3,,,
5,588,1,4,,,
5,589,1,3,,,
5,590,1,5,,,
5,592,1,3,,,
5,594,1,5,,,
5,595,1,5,,,
5,596,1,5,,,
5,597,1,3,,,
5,608,1,3,,,
6,2,2,4,,,
6,3,2,5,,,
6,4,2,3,,,
6,5,2,5,,,
6,6,2,4,,,
6,7,2,4,,,
6,8,2,3,,,
6,10,2,3,,,
6,11,2,4,,,
6,13,2,3,,,
6,15,2,4,,,
6,16,2,4,,,
6,17,2,4,,,
6,19,2,2,,,
6,21,2,2,,,
6,22,2,5,,,
6,24,2,4,,,
6,25,2,3,,,
6,26,2,4,,,
6,27,2,3,,,
6,31,2,3,,,
6,32,2,4,,,
6,34,2,4,,,
6,36,2,5,,,
6,41,2,4,,,
6,43,2,4,,,
6,45,2,3,,,
6,46,2,4,,,
6,47,2,4,,,
6,50,2,1,,,
6,54,2,4,,,
6,60,2,4,,,
6,61,2,4,,,
6,62,2,4,,,
6,65,2,3,,,
6,66,2,3,,,
6,76,2,4,,,
6,79,2,3,,,
6,86,2,5,,,
6,87,2,3,,,
6,88,2,2,,,
6,89,2,4,,,
6,92,2,4,,,
6,93,2,4,,,
6,95,2,4,,,
6,100,2,3,,,
6,102,2,1,,,
6,104,2,4,,,
6,105,2,3,,,
6,110,2,5,,,
6,112,2,4,,,
6,113,2,3,,,
6,126,2,3,,,
6,135,2,3,,,
6,140,2,3,,,
6,141,2,4,,,
6,145,2,4,,,
6,146,2,4,,,
6,150,2,4,,,
6,151,2,4,,,
6,153,2,3,,,
6,158,2,4,,,
6,159,2,3,,,
6,160,2,5,,,
6,161,2,3,,,
6,163,2,3,,,
6,165,2,3,,,
6,168,2,5,,,
6,170,2,3,,,
6,171,2,3,,,
6,174,2,3,,,
6,177,2,3,,,
6,179,2,1,,,
6,180,2,2,,,
6,181,2,3,,,
6,185,2,3,,,
6,186,2,3,,,
6,189,2,3,,,
6,191,2,2,,,
6,195,2,4,,,
6,196,2,3,,,
6,201,2,3,,,
6,204,2,3,,,
6,205,2,3,,,
6,207,2,4,,,
6,208,2,3,,,
6,209,2,3,,,
6,210,2,4,,,
6,212,2,4,,,
6,216,2,4,,,
6,217,2,3,,,
6,218,2,2,,,
6,219,2,3,,,
6,222,2,4,,,
6,224,2,3,,,
6,225,2,4,,,
6,230,2,5,,,
6,231,2,3,,,
6,234,2,2,,,
6,236,2,4,,,
6,237,2,4,,,
6,239,2,3,,,
6,240,2,3,,,
6,243,2,3,,,
6,248,2,5,,,
6,250,2,4,,,
6,251,2,3,,,
6,252,2,4,,,
6,253,2,3,,,
6,254,2,3,,,
6,256,2,3,,,
6,257,2,5,,,
6,258,2,3,,,
6,261,2,4,,,
6,262,2,5,,,
6,265,2,3,,,
6,266,2,3,,,
6,267,2,3,,,
6,270,2,3,,,
6,271,2,4,,,
6,273,2,3,,,
6,274,2,4,,,
6,276,2,4,,,
6,277,2,5,,,
6,279,2,3,,,
6,281,2,4,,,
6,282,2,3,,,
6,288,2,2,,,
6,289,2,3,,,
6,291,2,3,,,
6,292,2,4,,,
6,293,2,3,,,
6,296,2,2,,,
6,302,2,3,,,
6,303,2,3,,,
6,304,2,4,,,
6,310,2,3,,,
6,312,2,1,,,
6,313,2,3,,,
6,314,2,5,,,
6,315,2,4,,,
6,316,2,5,,,
6,317,2,4,,,
6,318,2,5,,,
6,327,2,1,,,
6,329,2,4,,,
6,330,2,3,,,
6,332,2,3,,,
6,333,2,5,,,
6,336,2,3,,,
6,337,2,5,,,
6,339,2,4,,,
6,340,2,4,,,
6,342,2,3,,,
6,343,2,3,,,
6,344,2,3,,,
6,347,2,3,,,
6,348,2,3,,,
6,349,2,5,,,
6,350,2,5,,,
6,351,2,4,,,
6,352,2,3,,,
6,353,2,4,,,
6,354,2,4,,,
6,355,2,4,,,
6,356,2,5,,,
6,357,2,3,,,
6,358,2,3,,,
6,359,2,3,,,
6,360,2,3,,,
6,361,2,4,,,
6,362,2,3,,,
6,364,2,5,,,
6,366,2,3,,,
6,367,2,4,,,
6,368,2,5,,,
6,370,2,4,,,
6,371,2,3,,,
6,374,2,3,,,
6,377,2,5,,,
6,378,2,3,,,
6,380,2,4,,,
6,381,2,3,,,
6,382,2,3,,,
6,383,2,3,,,
6,405,2,3,,,
6,410,2,3,,,
6,412,2,3,,,
6,415,2,4,,,
6,416,2,3,,,
6,419,2,3,,,
6,426,2,3,,,
6,432,2,5,,,
6,434,2,4,,,
6,435,2,3,,,
6,437,2,3,,,
6,440,2,4,,,
6,445,2,3,,,
6,450,2,4,,,
6,454,2,4,,,
6,455,2,3,,,
6,457,2,5,,,
6,458,2,3,,,
6,460,2,3,,,
6,466,2,2,,,
6,468,2,4,,,
6,469,2,4,,,
6,472,2,3,,,
6,474,2,4,,,
6,475,2,4,,,
6,477,2,4,,,
6,480,2,5,,,
6,485,2,3,,,
6,489,2,3,,,
6,490,2,3,,,
6,491,2,4,,,
6,493,2,3,,,
6,494,2,3,,,
6,497,2,3,,,
6,500,2,5,,,
6,502,2,3,,,
6,505,2,3,,,
6,508,2,4,,,
6,509,2,3,,,
6,510,2,3,,,
6,515,2,4,,,
6,516,2,4,,,
6,520,2,3,,,
6,524,2,3,,,
6,527,2,3,,,
6,531,2,3,,,
6,532,2,3,,,
6,536,2,3,,,
6,537,2,3,,,
6,539,2,3,,,
6,540,2,3,,,
6,542,2,4,,,
6,543,2,3,,,
6,546,2,2,,,
6,548,2,3,,,
6,552,2,3,,,
6,553,2,5,,,
6,569,2,4,,,
6,575,2,3,,,
6,587,2,5,,,
6,588,2,5,,,
6,589,2,3,,,
6,590,2,5,,,
6,592,2,3,,,
6,593,2,4,,,
6,594,2,4,,,
6,595,2,5,,,
6,596,2,3,,,
6,597,2,4,,,
6,606,2,3,,,
6,608,2,3,,,
6,609,2,4,,,
6,616,2,5,,,
6,628,2,3,,,
6,631,2,4,,,
6,637,2,4,,,
6,640,2,1,,,
6,647,2,4,,,
6,662,2,3,,,
6,667,2,3,,,
6,694,2,3,,,
6,697,2,3,,,
6,700,2,4,,,
6,704,2,3,,,
6,708,2,4,,,
6,709,2,5,,,
6,710,2,3,,,
6,711,2,4,,,
6,719,2,2,,,
6,736,2,5,,,
6,747,2,3,,,
6,762,2,1,,,
6,765,2,3,,,
6,775,2,3,,,
6,780,2,5,,,
6,783,2,5,,,
6,795,2,3,,,
6,799,2,3,,,
6,801,2,3,,,
6,802,2,4,,,
6,818,2,3,,,
6,830,2,5,,,
6,835,2,4,,,
6,837,2,3,,,
6,838,2,4,,,
6,839,2,3,,,
6,842,2,3,,,
6,848,2,4,,,
6,852,2,4,,,
6,867,2,3,,,
6,880,2,3,,,
6,881,2,3,,,
6,888,2,3,,,
6,891,2,3,,,
6,979,2,3,,,
6,981,2,3,,,
6,986,2,4,,,
6,991,2,4,,,
6,996,2,4,,,
6,999,2,2,,,
6,1004,2,4,,,
6,1006,2,4,,,
6,1042,2,3,,,
6,1049,2,5,,,
6,1061,2,4,,,
6,1064,2,4,,,
6,1073,2,3,,,
6,1082,2,4,,,
6,1084,2,3,,,
7,1,2,4.5,,,
7,50,2,4.5,,,
7,58,2,3,,,
7,150,2,4.5,,,
7,165,2,4,,,
7,260,2,5,,,
7,356,2,5,,,
7,380,2,3,,,
7,466,2,5,,,
7,480,2,5,,,
7,587,2,2,,,
7,588,2,3,,,
7,589,2,2.5,,,
7,592,2,3,,,
7,593,2,5,,,
7,595,2,3.5,,,
7,648,2,4,,,
7,750,2,4,,,
7,780,2,4.5,,,
7,920,2,3,,,
7,924,2,4,,,
7,1101,2,4,,,
7,1183,2,1.5,,,
7,1196,2,4,,,
7,1208,2,4,,,
7,1210,2,4,,,
7,1219,2,5,,,
7,1220,2,4.5,,,
7,1240,2,5,,,
7,1246,2,1.5,,,
7,1270,2,5,,,
7,1517,2,3.5,,,
7,1584,2,5,,,
7,1610,2,4,,,
7,1617,2,3,,,
7,1682,2,3,,,
7,1784,2,0.5,,,
7,1917,2,4,,,
7,1923,2,1.5,,,
7,1954,2,4.5,,,
7,2019,2,5,,,
7,2324,2,2,,,
7,2353,2,3.5,,,
7,2529,2,5,,,
7,2628,2,1.5,,,
7,2640,2,3,,,
7,2671,2,4.5,,,
7,2683,2,2,,,
7,2688,2,2.5,,,
7,2701,2,1.5,,,
7,2717,2,3.5,,,
7,2762,2,4.5,,,
7,2858,2,4,,,
7,3114,2,4.5,,,
7,3354,2,1.5,,,
7,3408,2,4.5,,,
7,3578,2,1.5,,,
7,3623,2,1,,,
7,3793,2,3.5,,,
7,3869,2,5,,,
7,3916,2,4,,,
7,3977,2,2.5,,,
7,3994,2,3,,,
7,4018,2,4,,,
7,4223,2,2,,,
7,4246,2,2,,,
7,4306,2,4,,,
7,4310,2,0.5,,,
7,4370,2,4.5,,,
7,4643,2,1,,,
7,4700,2,1.5,,,
7,4844,2,1.5,,,
7,4874,2,3,,,
7,4886,2,4,,,
7,4896,2,4,,,
7,4963,2,4,,,
7,4993,2,4.5,,,
7,4995,2,4.5,,,
7,5218,2,3.5,,,
7,5349,2,3.5,,,
7,5378,2,0.5,,,
7,5445,2,4,,,
7,5459,2,3,,,
7,5464,2,3,,,
7,5502,2,1.5,,,
7,5618,2,5,,,
7,5816,2,4.5,,,
7,5952,2,4.5,,,
7,5989,2,4,,,
7,5991,2,4.5,,,
7,6333,2,4,,,
7,6365,2,4,,,
7,6534,2,0.5,,,
7,6539,2,4.5,,,
7,6863,2,4.5,,,
7,6934,2,2,,,
7,7143,2,4.5,,,
7,7153,2,4,,,
7,7155,2,3,,,
7,7445,2,4,,,
7,8207,2,4.5,,,
7,8360,2,3.5,,,
7,8368,2,2.5,,,
7,8373,2,2,,,
7,8528,2,4.5,,,
7,8636,2,4.5,,,
7,8665,2,3.5,,,
7,8666,2,1,,,
7,8783,2,1,,,
7,8798,2,4.5,,,
7,8808,2,1.5,,,
7,8865,2,1,,,
7,8870,2,3.5,,,
7,8907,2,1,,,
7,8908,2,4.5,,,
7,8949,2,4,,,
7,8957,2,4,,,
7,8958,2,3.5,,,
7,8961,2,4,,,
7,8965,2,1,,,
7,8970,2,2.5,,,
7,8972,2,2.5,,,
7,8984,2,4,,,
7,27741,2,3,,,
7,30812,2,3.5,,,
7,30816,2,2,,,
7,31878,2,3.5,,,
7,32029,2,2,,,
7,32031,2,1.5,,,
7,32296,2,2,,,
7,32587,2,3.5,,,
7,33162,2,3.5,,,
7,33493,2,1,,,
7,33794,2,2,,,
7,33836,2,1,,,
7,34048,2,3,,,
7,34319,2,4.5,,,
7,37741,2,3.5,,,
7,38388,2,3.5,,,
7,42002,2,4.5,,,
7,45499,2,4,,,
7,45517,2,4.5,,,
7,45668,2,1,,,
7,45730,2,0.5,,,
7,46530,2,1,,,
7,48516,2,1,,,
7,48783,2,4.5,,,
7,48997,2,2.5,,,
7,49272,2,4.5,,,
7,49278,2,3.5,,,
7,49286,2,0.5,,,
7,49824,2,3,,,
8,2,2,4,,,
8,10,2,2,,,
8,11,2,4,,,
8,21,2,4,,,
8,32,2,3,,,
8,34,2,5,,,
8,39,2,3,,,
8,47,2,4,,,
8,50,2,5,,,
8,110,2,3,,,
8,141,2,3,,,
8,150,2,4,,,
8,153,2,2,,,
8,185,2,5,,,
8,186,2,4,,,
8,208,2,3,,,
8,231,2,4,,,
8,235,2,3,,,
8,236,2,3,,,
8,252,2,3,,,
8,253,2,5,,,
8,282,2,3,,,
8,292,2,3,,,
8,296,2,4,,,
8,317,2,3,,,
8,318,2,5,,,
8,339,2,3,,,
8,356,2,3,,,
8,357,2,5,,,
8,364,2,5,,,
8,367,2,3,,,
8,377,2,4,,,
8,380,2,5,,,
8,432,2,1,,,
8,440,2,3,,,
8,454,2,4,,,
8,457,2,3,,,
8,480,2,4,,,
8,500,2,2,,,
8,527,2,5,,,
8,539,2,3,,,
8,586,2,3,,,
8,587,2,3,,,
8,590,2,5,,,
8,592,2,3,,,
8,593,2,4,,,
8,597,2,3,,,
9,41,2,3,,,
9,187,2,3,,,
9,223,2,4,,,
9,371,2,3,,,
9,627,2,3,,,
9,922,2,4,,,
9,923,2,5,,,
9,1037,2,2,,,
9,1095,2,4,,,
9,1198,2,5,,,
9,1270,2,5,,,
9,1674,2,4,,,
9,1987,2,2,,,
9,2011,2,3,,,
9,2012,2,4,,,
9,2023,2,3,,,
9,2300,2,5,,,
9,2877,2,3,,,
9,2901,2,2,,,
9,3173,2,2,,,
9,3328,2,3,,,
9,3735,2,3,,,
9,4131,2,1,,,
9,4558,2,1,,,
9,4993,2,5,,,
9,5218,2,4,,,
9,5378,2,3,,,
9,5445,2,4,,,
9,5447,2,4,,,
9,5451,2,4,,,
9,5481,2,5,,,
9,5507,2,1,,,
9,5841,2,1,,,
9,5843,2,3,,,
9,5872,2,3,,,
9,5890,2,4,,,
9,5891,2,1,,,
9,5893,2,4,,,
9,5902,2,5,,,
9,5952,2,5,,,
9,5956,2,4,,,
9,5962,2,1,,,
9,5965,2,4,,,
9,5988,2,2,,,
9,6001,2,4,,,
9,6044,2,2,,,
10,296,2,1,,,
10,356,2,3.5,,,
10,588,2,4,,,
10,597,2,3.5,,,
10,912,2,4,,,
10,1028,2,0.5,,,
10,1088,2,3,,,
10,1247,2,3,,,
10,1307,2,3,,,
10,1784,2,3.5,,,
10,1907,2,4,,,
10,2571,2,0.5,,,
10,2671,2,3.5,,,
10,2762,2,0.5,,,
10,2858,2,1,,,
10,2959,2,0.5,,,
10,3578,2,4,,,
10,3882,2,3,,,
10,4246,2,3.5,,,
10,4306,2,4.5,,,
10,4447,2,4.5,,,
10,4993,2,4,,,
10,4995,2,4,,,
10,5066,2,3,,,
10,5377,2,3.5,,,
10,5620,2,3,,,
10,5943,2,3,,,
10,5952,2,4,,,
10,5957,2,3,,,
10,6155,2,3,,,
10,6266,2,3,,,
10,6377,2,3.5,,,
10,6535,2,4,,,
10,6942,2,4,,,
10,7149,2,4,,,
10,7151,2,3,,,
10,7153,2,4,,,
10,7154,2,4,,,
10,7169,2,4.5,,,
10,7293,2,3.5,,,
10,7375,2,4,,,
10,7451,2,3.5,,,
10,7458,2,5,,,
10,8529,2,3.5,,,
10,8533,2,5,,,
10,8636,2,3.5,,,
10,8665,2,3.5,,,
10,8808,2,3,,,
10,8869,2,5,,,
10,8961,2,2.5,,,
10,8969,2,3.5,,,
10,8970,2,1,,,
10,30749,2,3.5,,,
10,31433,2,2.5,,,
10,31685,2,4.5,,,
10,33145,2,3,,,
10,33679,2,3,,,
10,33794,2,5,,,
10,40629,2,3,,,
10,40819,2,4,,,
10,41285,2,2.5,,,
10,47099,2,3,,,
10,49272,2,5,,,
10,49286,2,5,,,
10,51662,2,3,,,
10,51705,2,4.5,,,
10,51834,2,1.5,,,
